Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What causes blue balls ?|causes|What causes causes blue|WDT|JJ|VBZ|DESC
What were the first bodies visited by spacecraft ?|were|What were were the|WDT|DT|VBD|LOC
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?|succeeded|Who succeeded succeeded Nikita|WDT|NNP|VBD|HUM
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?|chosen|Who was chosen to|WDT|TO|VBN|HUM
Name of the lady the Great Gatsby pines for ?|pines|pines for|WDT|IN|NNS|HUM
What does a chef coddle eggs in ?|coddle|What does coddle eggs|WDT|NNS|VB|ENTY
How many bails are there in a cricket wicket ?|are|How many are there|WDT|RB|VBP|NUM
What city was Martin Luther King Jr. assassinated in ?|was|What city was Martin|WDT|NNP|VBD|LOC
What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?|divided|What celebrity when going divided their|WDT|PRP$|VBD|HUM
Where 's the Bernini-Bristol Hotel ?|'s|Where 's 's the|WDT|DT|VBZ|LOC
Who said `` What contemptible scoundrel stole the cork from my lunch ? ''|What|Who said said ` What contemptible|WDT|JJ|VBD|HUM
What is the capital of Kosovo ?|is|What is is the|WDT|DT|VBZ|LOC
What kind of company is 7-Eleven ?|is|What kind is 7|WDT|CD|VBZ|HUM
How many letters appear with the numbers 2 to 9 on a telephone dial ?|appear|How many appear with|WDT|IN|VBP|NUM
What were the first three cities to have a population of more than a million ?|were|What were were the|WDT|DT|VBD|LOC
How did the months of the year get there name ?|get|How did get there|WDT|EX|VBP|DESC
What scale measures earthquakes ?|measures|What scale measures earthquakes|WDT|NNS|NNS|ENTY
What is a glory hole ?|is|What is is a|WDT|DT|VBZ|DESC
What kind of education would you need to become an athletic trainer for the NFL ?|need|What kind need to|WDT|TO|VB|ENTY
What are the major companies that are part of Dow Jones ?|that|What are are the that are|WDT|VBP|VBP|HUM
What college did Joe Namath play football for ?|play|What college play football|WDT|NN|VB|HUM
What was the minimum wage in 1991 ?|was|What was was the|WDT|DT|VBD|NUM
What country is the biggest producer of tungsten ?|is|What country is the|WDT|DT|VBZ|LOC
How does it make its colors ?|make|How does make its|WDT|PRP$|VB|DESC
What would happen to Canada if Quebec separated ?|happen|What would happen to|WDT|IN|VB|DESC
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?|coming|When is coming to|WDT|IN|VBG|NUM
What is ` Last Chance for Animals ' ?|is|What is is `|WDT|``|VBZ|DESC
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?|abandoned|What European abandoned postage|WDT|NN|VBD|LOC
What is the weather like on the moon ?|is|What is is the|WDT|DT|VBZ|DESC
Who was the 1st U.S. President ?|was|Who was was the|WDT|DT|VBD|HUM
What is the main language of Sao Paulo , Brazil ?|is|What is is the|WDT|DT|VBZ|ENTY
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?|try|How much try to|WDT|TO|VB|NUM
What is the abbreviation of the International Olympic Committee ?|is|What is is the|WDT|DT|VBZ|ABBR
How many people hike ?|hike|How many hike ?|WDT|.|VBP|NUM
What are boxcars ?|are|What are are boxcars|WDT|NNS|VBP|DESC
How do I keep cats out of my flower garden for good ?|keep|How do keep cats|WDT|NNS|VB|DESC
Who played Maria in the film West Side Story ?|played|Who played played Maria|WDT|NNP|VBD|HUM
What is a common anti-AIDS drug ?|is|What is is a|WDT|DT|VBZ|ENTY
Who bestowed great power upon Captain Britain ?|bestowed|Who bestowed bestowed great|WDT|JJ|VBD|HUM
How can you tell when figs are ripe ?|when|How can tell when when figs|WRB|NNS|VB|DESC
How do I love thee ?|love|How do love thee|WDT|PRP|VB|DESC
Which type of soda has the greatest amount of caffeine ?|has|Which type has the|WDT|DT|VBZ|ENTY
What nationality is a Sicilian ?|is|What nationality is a|WDT|DT|VBZ|LOC
What is the most common boy 's or girl 's name ?|is|What is is the|WDT|DT|VBZ|HUM
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?|which|Who was was the which opened|WDT|VBD|VBD|HUM
What color was the hundred billionth crayon made by Crayola ?|was|What color was the|WDT|DT|VBD|ENTY
What soft drink tells us to `` Go Hawaiian '' ?|tells|What soft tells us|WDT|PRP|VBZ|ENTY
How does a hydroelectric dam work ?|work|How does work ?|WDT|.|NN|DESC
What is the oldest building in the United States ?|is|What is is the|WDT|DT|VBZ|LOC
What is the West Virginia state animal ?|is|What is is the|WDT|DT|VBZ|ENTY
How many people died on South Carolina highways in 1998 ?|died|How many died on|WDT|IN|VBD|NUM
What are binomial coefficients ?|are|What are are binomial|WDT|JJ|VBP|DESC
What was The Living Room War ?|was|What was was The|WDT|DT|VBD|DESC
What are some translations of the phrase `` Thank-you '' ?|are|What are are some|WDT|DT|VBP|ENTY
What is President Nixon 's birthdate ?|is|What is is President|WDT|NNP|VBZ|NUM
What is `` the great American family cereal '' ?|is|What is is `|WDT|``|VBZ|ENTY
What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?|doing|What was doing to|WDT|TO|VBG|DESC
How many people died in the Vietnam war ?|died|How many died in|WDT|IN|VBD|NUM
What year did Montana become a state ?|become|What year become a|WDT|DT|VB|NUM
When was the USSR dissolved ?|dissolved|When was dissolved ?|WDT|.|VBD|NUM
Why are there letters on the telephone ? Why are there no Q or Z ?|are|Why are are there|WDT|EX|VBP|DESC
What Japanese city was once called Edo ?|called|What Japanese called Edo|WDT|NNP|VBN|LOC
Who did the Seven Mules block for ?|block|Who did block for|WDT|IN|VBP|HUM
What is the world 's largest distilling company ?|is|What is is the|WDT|DT|VBZ|HUM
What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?|who|What 's 's the who starred|WP|VBD|VBZ|HUM
Where is one 's corpus callosum found ?|found|Where is found ?|WDT|.|VBN|LOC
Who did Napolean defeat at Jena and Auerstadt ?|did|Who did did Napolean|WDT|NNP|VBD|HUM
What household products are there for adult acne ?|are|What household are there|WDT|RB|VBP|ENTY
What British prime minister and U.S. president were seventh cousins once-removed ?|were|What British were seventh|WDT|JJ|VBD|HUM
What is the most expensive car in the world ?|is|What is is the|WDT|DT|VBZ|ENTY
What is an Angelus ?|is|What is is an|WDT|DT|VBZ|DESC
How many objects orbit the Earth ?|orbit|How many orbit the|WDT|DT|VBP|NUM
What was the tragedy that struck the city of Dogtown in 1899 ?|that|What was was the that struck|WDT|VBD|VBD|ENTY
What 's the oldest capital city in the Americas ?|'s|What 's 's the|WDT|DT|VBZ|LOC
What Leon Uris novel dealt with the Russian capture of Berlin ?|dealt|What Leon dealt with|WDT|IN|VBD|ENTY
What is the location of Edinburgh , Scotland ?|is|What is is the|WDT|DT|VBZ|LOC
How many muscles does the average adult use when going for a walk ?|going|How many when going going for|WDT|IN|VBG|NUM
How long do you have to live in a community to vote ?|have|How long have to|WDT|TO|VB|NUM
What was the name of the Titanic 's captain ?|was|What was was the|WDT|DT|VBD|HUM
Name of heroine in `` Scruples '' ?|Name|Name of|WDT|IN|NN|HUM
How big is the Chappellet vineyard ?|is|How big is the|WDT|DT|VBZ|NUM
Jackson Pollock was a native of what country ?|what|was a what country|WP|NN|VBD|LOC
What makes sperm ?|makes|What makes makes sperm|WDT|NN|VBZ|DESC
How do I know how much money to save for retirement ?|how|How do know how how much|WRB|JJ|VB|DESC
What does the dot on the letter i mean ?|dot|What does dot on|WDT|IN|NN|DESC
Who wrote The Godfather ?|wrote|Who wrote wrote The|WDT|DT|VBD|HUM
What is the origin of the term soda jerk ?|is|What is is the|WDT|DT|VBZ|DESC
What is the frequency of VHF ?|is|What is is the|WDT|DT|VBZ|NUM
What sport does Chris Jogis play ?|play|What sport play ?|WDT|.|VB|ENTY
What island was the target of the U.S. 's Operation Urgent Fury ?|was|What island was the|WDT|DT|VBD|LOC
What is a fear of robbers ?|is|What is is a|WDT|DT|VBZ|ENTY
What Nevil Shute novel is about the doomed survivors of a nuclear war ?|is|What Nevil is about|WDT|IN|VBZ|ENTY
What is the cause of endangered species ?|is|What is is the|WDT|DT|VBZ|DESC
Which of the following TV newsmen was a Rhodes scholar ?|was|Which of was a|WDT|DT|VBD|HUM
What did Warlock wear on his forehead in Marvel comics ?|wear|What did wear on|WDT|IN|VB|ENTY
What is the softest part of the body ?|is|What is is the|WDT|DT|VBZ|ENTY
What six-foot temperance advocate wielded her hatchet on saloons ?|wielded|What six wielded her|WDT|PRP$|VBD|HUM
How many islands does Fiji have ?|have|How many have ?|WDT|.|VB|NUM
What line divided the North and South in the U.S. Civil War ?|divided|What line divided the|WDT|DT|VBD|ENTY
What is the definition of cecum ?|is|What is is the|WDT|DT|VBZ|DESC
Who invented volleyball ?|invented|Who invented invented volleyball|WDT|NN|VBD|HUM
What 's the most powerful country in the world ?|'s|What 's 's the|WDT|DT|VBZ|LOC
How do I do this ?|do|How do do this|WDT|DT|VB|DESC
Name a ballet company Mikhail Baryshnikov has danced for ?|danced|danced for|WDT|IN|VBN|HUM
Who led the Normans to victory in the Battle of Hastings ?|led|Who led led the|WDT|DT|VBD|HUM
What is the origin of the word `` Teddy bear '' ?|is|What is is the|WDT|DT|VBZ|DESC
What percentage of the world 's plant and animal species can be found in the Amazon forests ?|found|What percentage found in|WDT|IN|VBN|NUM
What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?|'s|What 's 's the|WDT|DT|VBZ|HUM
Who invented the horoscope ?|invented|Who invented invented the|WDT|DT|VBD|HUM
What nutrients are for healthy bones and teeth ?|are|What nutrients are for|WDT|IN|VBP|ENTY
What are Fortune 500 companies ?|are|What are are Fortune|WDT|NNP|VBP|DESC
What is the difference between ninjitsu and kung fu ?|is|What is is the|WDT|DT|VBZ|DESC
What king was forced to agree to the Magna Carta ?|forced|What king forced to|WDT|TO|VBN|HUM
How many electoral college votes does Colorado have ?|have|How many have ?|WDT|.|VB|NUM
What were Babe Ruth 's Christian names ?|were|What were were Babe|WDT|NNP|VBD|HUM
How many bottles of wine were prisoners in the Bastille allowed per day ?|were|How many were prisoners|WDT|NNS|VBD|NUM
Where do lobsters like to live ?|like|Where do like to|WDT|TO|VB|LOC
Who was the first elected mayor of Washington , D.C. ?|was|Who was was the|WDT|DT|VBD|HUM
What are the wolverine habits ?|are|What are are the|WDT|DT|VBP|ENTY
How do you fix squeaky floors ?|fix|How do fix squeaky|WDT|JJ|VB|DESC
When was the Big Thompson flood ?|was|When was was the|WDT|DT|VBD|NUM
What good are mosquitoes ?|are|What good are mosquitoes|WDT|NNS|VBP|DESC
How do you get bubblegum out of carpet ?|get|How do get bubblegum|WDT|NN|VB|DESC
What 's played at Wembley Stadium , London , every May ?|played|What 's played at|WDT|IN|VBN|ENTY
Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?|wrote|Who wrote wrote the|WDT|DT|VBD|HUM
How many hours of work does it take a typist to complete a 100-page screenplay ?|take|How many take a|WDT|DT|VB|NUM
What is Alice Cooper 's real name ?|is|What is is Alice|WDT|NNP|VBZ|HUM
What is the Peloponnesian League ?|is|What is is the|WDT|DT|VBZ|DESC
What two cities usually mark the extremes of English Channel swims ?|swims|What two swims ?|WDT|.|VBZ|LOC
How many times does the tide ebb and flow each day ?|ebb|How many ebb and|WDT|CC|VB|NUM
Who invented television ?|invented|Who invented invented television|WDT|NN|VBD|HUM
What are tannins ?|are|What are are tannins|WDT|NNS|VBP|DESC
How does General Mills manufacture Cheerios ?|manufacture|How does manufacture Cheerios|WDT|NNP|VB|DESC
What was Jimmy Durante 's theme song ?|was|What was was Jimmy|WDT|NNP|VBD|ENTY
Name the person who burst through the screen in the Lite beer commercials .|who|Name the who burst|WP|VBD|VB|HUM
What delicacy is known indelicately as pickled roe ?|known|What delicacy known indelicately|WDT|RB|VBN|ENTY
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?|invented|What after invented in|WDT|IN|VBN|ENTY
What U.S. vice-president killed Alexander Hamilton in a duel ?|killed|What U.S. killed Alexander|WDT|NNP|VBD|HUM
What 's the Fahrenheit equivalent of zero degrees centigrade ?|'s|What 's 's the|WDT|DT|VBZ|NUM
How many muscles does an oyster have ?|have|How many have ?|WDT|.|VB|NUM
What card game derived its name from biritch , or Russian Whist ?|derived|What card derived its|WDT|PRP$|VBD|ENTY
Who wrote `` Much Ado About Nothing '' ?|wrote|Who wrote wrote `|WDT|``|VBD|HUM
What is the collective noun for geese ?|is|What is is the|WDT|DT|VBZ|ENTY
What personality traits are Capricorns said to have ?|said|What personality said to|WDT|TO|VBD|DESC
Where can I get information concerning child custody files for the State of Utah ?|get|Where can get information|WDT|NN|VB|LOC
What was John F. Kennedy 's 1960 campaign song ?|was|What was was John|WDT|NNP|VBD|ENTY
What Louisiana Senator won a seat that had been held by his father and mother ?|that|What Louisiana won a that had|WDT|VBD|VBD|HUM
What hymn did John Steinbeck get his title The Grapes of Wrath from ?|get|What hymn get his|WDT|PRP$|VB|ENTY
What invention does the principle of conservation of energy make impossible ?|make|What invention make impossible|WDT|JJ|VBP|ENTY
What 's the highest-ranking suit in bridge ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?|won|Who won won Oscars|WDT|NNP|VBD|HUM
What writer is famous for physically putting himself into the center of his subject matter ?|is|What writer is famous|WDT|JJ|VBZ|HUM
Who 's the lead singer of the Led Zeppelin band ?|'s|Who 's 's the|WDT|DT|VBZ|HUM
In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?|lived|what seafarers lived in|WDT|IN|VBD|HUM
Who plays the cop in the movie `` Kindergarten Cop '' ?|plays|Who plays plays the|WDT|DT|VBZ|HUM
How many characters makes up a word for typing test purposes ?|makes|How many makes up|WDT|RP|VBZ|NUM
What non-mechanical sport achieves the highest speeds ?|achieves|What non achieves the|WDT|DT|VBZ|ENTY
What was the 1940 annual salary for a boilermaker ?|was|What was was the|WDT|DT|VBD|NUM
Who created Billy Pilgrim , a survivor of the Dresden firestorm ?|created|Who created created Billy|WDT|NNP|VBD|HUM
What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?|when|What indoor saw the when the|WRB|DT|VBD|ENTY
What country saw the origin of the Asian Flu ?|saw|What country saw the|WDT|DT|VBD|LOC
Who is the richest woman in the world ?|is|Who is is the|WDT|DT|VBZ|HUM
Where can I take a test that will tell me what I should be when I grow up ?|when|Where can take a that will what I when I|WRB|PRP|VB|LOC
What caused the death of Bob Marley ?|caused|What caused caused the|WDT|DT|VBD|DESC
What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?|'s|What 's 's Mrs.|WDT|NNP|VBZ|HUM
What daily newspaper will `` help you see clearer across the USA '' ?|help|What daily help you|WDT|PRP|VB|ENTY
What lake in Scotland is said to hold one or more monsters ?|said|What lake said to|WDT|TO|VBN|LOC
Who were the 1974 Oscar winners ?|were|Who were were the|WDT|DT|VBD|HUM
What kind of business is 7-Eleven ?|is|What kind is 7|WDT|CD|VBZ|HUM
