,question,entities,resources,MuHeQA_Cand,MuHeQA_Rank,MuHeQA_Top1,MuHeQA_Top2,MuHeQA_Top3,Spotlight
2816,what position is frank funk,['Frank Funk (baseball)'],['Frank_Funk_(baseball)'],"['Frank_Funk_(baseball)', 'Frank_Funk', 'BB&T_Classic', 'Gene_White']",['Frank_Funk_(baseball)'],['Frank_Funk_(baseball)'],['Frank_Funk_(baseball)'],['Frank_Funk_(baseball)'],['Frank_Funk_(baseball)']
2817,where did thomas griffin pass away,['Thomas Griffin (baseball)'],['Thomas_Griffin_(baseball)'],"['Kansas_City_Royals_minor_league_players', 'Thomas_Griffin_(baseball)', 'Tom_Griffin_(baseball)', 'Tommy_Mason-Griffin', 'Tom_Jenkins_(baseball)', 'Sundance_Wicks']",['Thomas_Griffin_(baseball)'],['Thomas_Griffin_(baseball)'],['Thomas_Griffin_(baseball)'],['Thomas_Griffin_(baseball)'],['Thomas_Griffin_(Royal_Navy_officer)']
2818,Which position did tom patton used to play?,['Tom Patton (baseball)'],['Tom_Patton_(baseball)'],"['Tom_Patton_(baseball)', 'Troy_Patton', 'Mark_Montgomery_(basketball)']",['Tom_Patton_(baseball)'],['Tom_Patton_(baseball)'],['Tom_Patton_(baseball)'],['Tom_Patton_(baseball)'],['Tom_Patton']
2819,what film is directed by jonas mekas?,['Jonas Mekas'],['Jonas_Mekas'],"['Jonas_Mekas', 'Jonas_Mekas_Visual_Arts_Center', 'Dunbia', ""The_Film-Makers'_Cooperative"", 'Walden_(film)', 'Adolfas_Mekas', 'George_Maciunas', 'Semeniškiai,_Panevėžys', 'Split_Film_Festival', 'Vilnius_Guggenheim_Hermitage_Museum']",['Jonas_Mekas'],['Jonas_Mekas'],['Jonas_Mekas'],['Jonas_Mekas'],['Jonas_Mekas']
2820,Which city was alexandra cassavetes born in,['Alexandra Cassavetes'],['Alexandra_Cassavetes'],"['Alexandra_Cassavetes', 'Katherine_Cassavetes']",['Alexandra_Cassavetes'],['Alexandra_Cassavetes'],['Alexandra_Cassavetes'],['Alexandra_Cassavetes'],"['City', 'Alexandra_Cassavetes']"
2821,is eugen steinach male or female,['Eugen Steinach'],['Eugen_Steinach'],"['Eugen_Steinach', 'Erich_Vogt', 'Carillon_News']",['Eugen_Steinach'],['Eugen_Steinach'],"['Eugen_Steinach', 'Erich_Vogt']","['Eugen_Steinach', 'Erich_Vogt']",['Eugen_Steinach']
2822,What is mark barnes's gender,['Mark Barnes'],['Mark_Barnes'],"['Mark_Barnes_(rugby_league)', 'Mark_Barnes', 'List_of_Dallas_(1978_TV_series)_characters', 'The_Family_Murders', 'Barney_Greenway', 'List_of_Home_and_Away_characters_(2014)', 'Abagrotis_orbis', 'Green_Party_of_Canada_candidates_in_the_2008_Canadian_federal_election', 'Badge_of_shame', 'He_Jiankui_affair']",['Mark_Barnes'],['Mark_Barnes'],"['Mark_Barnes_(rugby_league)', 'Mark_Barnes']","['Mark_Barnes_(rugby_league)', 'Mark_Barnes']","['Mark_Barnes', 'Gender']"
2823,where was paul jenkins born,['Paul Jenkins (actor)'],['Paul_Jenkins_(actor)'],"['Paul_Jenkins_(actor)', 'Arne_Lie_(actor)', 'Mark_Spalding', 'Mickey_Raphael', 'Danny_Freedman']",['Paul_Jenkins_(actor)'],['Paul_Jenkins_(actor)'],['Paul_Jenkins_(actor)'],['Paul_Jenkins_(actor)'],['Paul_the_Apostle']
2824,what is a game that has a multiplayer game mode?,['Multiplayer video game'],['Multiplayer_video_game'],"['Multiplayer_video_game', 'Mobile_game', 'Browser_game', 'Cooperative_gameplay', 'Multiplayer_online_battle_arena', 'Hotseat_(multiplayer_mode)', 'List_of_local_multiplayer_video_games_by_system', 'List_of_massively_multiplayer_online_strategy_video_games', 'Halo:_Reach', 'Action_game']",['Multiplayer_video_game'],['Multiplayer_video_game'],['Multiplayer_video_game'],"['Multiplayer_video_game', 'Multiplayer_online_battle_arena']",['Multiplayer_video_game']
2825,what gender is cesare dandini?,['Cesare Dandini'],['Cesare_Dandini'],"['Cesare_Dandini', 'Raffi', 'Vincenzo_Dandini', 'Antonio_Giusti', 'Flore_et_Zéphire']",['Cesare_Dandini'],['Cesare_Dandini'],['Cesare_Dandini'],['Cesare_Dandini'],"['Gender', 'Cesare_Dandini']"
2826,where did manuel montt pass away,['Manuel Montt'],['Manuel_Montt'],"['Manuel_Montt', 'Manuel_Montt_metro_station', 'Manuel_Pinto_de_Morais_Bacelar,_1st_Viscount_of_Monte_Alegre', '1851_Chilean_Revolution', 'National_Party_(Chile,_1857)', 'United_States_invasion_of_Panama', 'National_Party_(Chile)', '1851_Chilean_presidential_election', 'José_Velásquez_Bórquez', '1856_Chilean_presidential_election']",['Manuel_Montt'],['Manuel_Montt'],['Manuel_Montt'],['Manuel_Montt'],['Manuel_Montt']
2827,Name a work written by edgar allan poe,['Edgar Allan Poe'],['Edgar_Allan_Poe'],"['Edgar_Allan_Poe', 'Edgar_Award', 'Poems_by_Edgar_Allan_Poe', 'Edgar_Allan_Poe_bibliography', 'Edgar_Allan_Poe_Museum', 'Death_of_Edgar_Allan_Poe', 'Edgar_Allan_Poe_Cottage', 'Poe_Elementary_School', 'Edgar_Allan_Poe_House_and_Museum', 'Edgar_Allan_Poe_Museum_(Richmond,_Virginia)']",['Edgar_Allan_Poe'],['Edgar_Allan_Poe'],['Edgar_Allan_Poe'],['Edgar_Allan_Poe'],['Edgar_Allan_Poe']
2828,Who was born in salzburg?,['Salzburg'],['Salzburg'],"['FC_Red_Bull_Salzburg', 'Salzburg_(state)', 'Salzburg', 'EC_Red_Bull_Salzburg', 'SV_Austria_Salzburg', 'Salzburg-Umgebung_District', 'Roman_Catholic_Archdiocese_of_Salzburg', 'University_of_Salzburg', 'Monk_of_Salzburg', 'Mozarteum_University_Salzburg']",['Salzburg'],['Salzburg'],['Salzburg'],['Salzburg'],['Salzburg']
2829,what type of music can be found on the album chapter one: latin america,['Chapter One: Latin America'],['Chapter_One:_Latin_America'],"['Chapter_One:_Latin_America', ""Workers'_Party_(Brazil)"", 'Province_of_Pennsylvania', 'Chapter_Two:_Hasta_Siempre', 'José_Pérez_Adán', 'Viviana_Zocco', 'Mary_Church_Terrell', 'Cuarteto_Latinoamericano', 'Roland_Grubb_Kent', 'The_Groves_of_Academe']",['Chapter_One:_Latin_America'],['Chapter_One:_Latin_America'],['Chapter_One:_Latin_America'],['Chapter_One:_Latin_America'],['Latin_America']
2830,what is howard scott's gender,['Howard Scott'],['Howard_Scott'],"['Howard_E._Scott', 'John_Scott-Ellis,_9th_Baron_Howard_de_Walden', 'List_of_The_Howard_Stern_Show_staff', 'Howard_Scott', 'Scott_Howard', 'James_Scott_Howard', 'James_Hope-Scott', 'Elleston_Trevor', 'Howard_Scott_Warshaw', 'Hit_the_Floor_(TV_series)']",['Howard_Scott'],['Howard_Scott'],['Howard_Scott'],['Howard_Scott'],"['Howard_E._Scott', 'Gender']"
2831,what is an album recorded by ane brun,['Ane Brun'],['Ane_Brun'],"['Ane_Brun', ""When_I'm_Free"", 'List_of_minor_planets:_10001–11000', 'Duets_(Ane_Brun_album)', 'Ana_Brun', 'Ana_y_Bruno', 'List_of_minor_planets:_5001–6000', '2017–18_European_windstorm_season', 'Dr._Kucho!', 'Make_You_Feel_My_Love']",['Ane_Brun'],['Ane_Brun'],['Ane_Brun'],['Ane_Brun'],['Ane_Brun']
2832,Name a novel.,['Novel'],['Novel'],"['Novel', 'Romance_novel', 'Novelist', 'Light_novel', 'Visual_novel', 'Historical_fiction', 'Young_adult_fiction', 'Comic_novel', 'War_novel', 'Autobiographical_novel']",['Novel'],['Novel'],['Novel'],['Novel'],[]
2833,who plays the guitar,['Guitar'],['Guitar'],"['Guitar', 'Bass_guitar', 'Electric_guitar', 'Pop_rock', 'Acoustic_guitar', 'Classical_guitar', 'Guitarist', 'Slide_guitar', 'Steel_guitar', 'Guitar_Hero']",['Guitar'],['Guitar'],['Guitar'],['Guitar'],['Guitar']
2834,which country is robbie fulks from,['Robbie Fulks'],['Robbie_Fulks'],"['Robbie_Fulks', 'The_Very_Best_of_Robbie_Fulks', ""Nora_O'Connor"", 'Country_Love_Songs', 'Georgia_Hard', ""Marie's_Rip_Tide_Lounge"", 'Upland_Stories', 'Salute_the_Majesty_of_Bob_Wills', 'Neon_Repairman', 'The_Morells']",['Robbie_Fulks'],['Robbie_Fulks'],['Robbie_Fulks'],['Robbie_Fulks'],['Robbie_Fulks']
2835,who was the writer of coven,['Coven (film)'],['Coven_(film)'],"['Coven_(film)', 'The_Covenant_(film)', 'Alien_(franchise)', 'The_Coven_(film)', 'Eli_Cohen_(actor)', 'The_Cove_(film)', 'Cover_Girl_(film)', 'Cover_Me_(film)', 'Cover_Up_(1949_film)', 'Larry_Cohen']",[],[],['The_Coven_(film)'],['The_Coven_(film)'],['Coven']
2836,who is an artist under columbia records,['Columbia Records'],['Columbia_Records'],"['Columbia_Records', 'Columbia_University', 'Columbia_Graphophone_Company', 'Legacy_Recordings', 'Fair_Trade_Services', 'Historical_Society_of_Washington,_D.C.', 'List_of_Columbia_Records_artists', 'The_Label:_The_Story_of_Columbia_Records', 'Columbia_Records_1958–1986', 'Columbia_Record']",['Columbia_Records'],['Columbia_Records'],['Columbia_Records'],['Columbia_Records'],['Columbia_Records']
2837,who was the author of the crown of dalemark,['The Crown of Dalemark'],['The_Crown_of_Dalemark'],"['The_Crown_of_Dalemark', 'Princess_Caroline_of_Denmark', 'Count_Ingolf_of_Rosenborg', 'Josefine_Hewitt', 'Žaklina_Šojić', 'The_Energi_Danmark_Champions_Battle_(Tennis_Exhibition)']",['The_Crown_of_Dalemark'],['The_Crown_of_Dalemark'],['The_Crown_of_Dalemark'],['The_Crown_of_Dalemark'],[]
2838,Name a work written by ray bradbury,['Ray Bradbury'],['Ray_Bradbury'],"['Ray_Bradbury', 'The_Ray_Bradbury_Theater', 'Ray_Bradbury_Award', 'Ray_Bradbury_bibliography', 'Ray_Bradbury_(short_story_collection)', 'Fuck_Me,_Ray_Bradbury', 'The_Martian_Chronicles', 'The_Exiles_(Bradbury_story)', 'The_October_Country', ""Ray_Bradbury's_Chrysalis""]",['Ray_Bradbury'],['Ray_Bradbury'],['Ray_Bradbury'],['Ray_Bradbury'],['Ray_Bradbury']
2839,who edited rescue dawn,['Rescue Dawn'],['Rescue_Dawn'],"['Zootopia', 'Warriors_(novel_series)', 'Rescue_Dawn', 'List_of_Walt_Disney_Animation_Studios_short_films', 'Steve_Zahn', 'National_Search_and_Rescue_Agency', 'Eugene_Peyton_Deatrick', 'Ice_Age:_Dawn_of_the_Dinosaurs', 'Fresh_Sound', 'Jessica_Lynch']",['Rescue_Dawn'],['Rescue_Dawn'],['Rescue_Dawn'],['Rescue_Dawn'],['Rescue_Dawn']
2840,What is the name of a child of guru tegh bahadur,['Guru Tegh Bahadur'],['Guru_Tegh_Bahadur'],"['Guru_Tegh_Bahadur', 'Guru_Tegh_Bahadur_Nagar', 'Guru_Teg_Bahadur_Hospital', 'Sri_Guru_Tegh_Bahadur_Khalsa_College', 'Guru_Teg_Bahadur_Khalsa_Institute_of_Engineering_&_Technology,_Chhapianwali,_Malout', 'Guru_Tegh_Bahadur_Khalsa_Senior_Secondary_School,_Malout', 'Guru_Tegh_Bahadur_Nagar_railway_station', 'Guru_Tegh_Bahadur_Institute_of_Technology', 'Guru_Teg_Bahadur_Public_School', 'Guru_Teg_Bahadur_Public_School_Durgapur']",['Guru_Tegh_Bahadur'],['Guru_Tegh_Bahadur'],['Guru_Tegh_Bahadur'],['Guru_Tegh_Bahadur'],['Guru_Tegh_Bahadur']
2841,what was william windom's cause of death,['William Windom (actor)'],['William_Windom_(actor)'],"['William_Windom_(actor)', 'William_Windom', 'Raymond_Burr', 'Jamie_Lucraft', 'Murder,_She_Wrote_(video_game)', 'Eddie_Leslie', 'Jeremy_Marr_Williams', 'Out_of_Order_(play)']",['William_Windom_(actor)'],['William_Windom_(actor)'],"['William_Windom', 'William_Windom_(actor)']","['William_Windom', 'William_Windom_(actor)']",['William_Windom']
2842,Who would be called a reggae artist,['Reggae'],['Reggae'],"['Reggae', 'Reggae_fusion', 'Reggae_rock', 'Roots_reggae', 'Dub_music', 'Dancehall', 'Jamaica_national_football_team', ""Jamaica_women's_national_football_team"", 'Reggae_en_Español', 'Reggaeton']",['Reggae'],['Reggae'],"['Reggae', 'Reggae_rock']","['Reggae', 'Reggae_rock']",['Reggae']
2843,Who's a footballer that plays for cali,['Cali'],['Cali'],"['Deportivo_Cali', 'América_de_Cali', 'Cali', 'Boca_Juniors_de_Cali', 'California', 'Cali_Gari', 'Reggae_rock', 'Cali_Cartel', 'Lycée_Français_Paul_Valéry_de_Cali', 'Cali_y_El_Dandee']",['Cali'],['Cali'],['Cali'],['Cali'],"['Association_football', 'Cali']"
2844,which genre is the herb alpert's ninth album,"[""Herb Alpert's Ninth""]","[""Herb_Alpert's_Ninth""]","[""Herb_Alpert's_Ninth"", 'Midnight_Sun_(Herb_Alpert_album)']","[""Herb_Alpert's_Ninth""]","[""Herb_Alpert's_Ninth""]","[""Herb_Alpert's_Ninth""]","[""Herb_Alpert's_Ninth""]",[]
2845,whats that nationality of  mariusz hermanowicz,['Mariusz Hermanowicz'],['Mariusz_Hermanowicz'],"['Mariusz_Hermanowicz', 'List_of_Polish_photographers']",['Mariusz_Hermanowicz'],['Mariusz_Hermanowicz'],['Mariusz_Hermanowicz'],['Mariusz_Hermanowicz'],[]
2846,what kind of language film is agila,['Agila (TV series)'],['Agila_(TV_series)'],"['List_of_programs_broadcast_by_GMA_Network', 'Agila_(TV_series)', 'Raj_TV', 'Valiente_(1992_TV_series)', 'Affif_Ben_Badra', 'Adriana_Paz', 'Tory_Tunnell', 'True_Law']",['Agila_(TV_series)'],['Agila_(TV_series)'],['Agila_(TV_series)'],['Agila_(TV_series)'],"['Language', 'Opel_Agila']"
2847,what is the gameplay mode of rowan's battle of britain,['Battle of Britain (video game)'],['Battle_of_Britain_(video_game)'],"['Their_Finest_Hour_(video_game)', 'Battle_of_Britain_(video_game)', 'Totally_Games', ""Rowan's_Battle_of_Britain"", 'The_Entente:_Battlefields_WW1']",['Battle_of_Britain_(video_game)'],['Battle_of_Britain_(video_game)'],"[""Rowan's_Battle_of_Britain""]","[""Rowan's_Battle_of_Britain""]","['Rowan', 'United_Kingdom']"
2848,what position does Ángel morales play,['Angel Morales'],['Ángel_Morales'],"['Miguel_Treviño_Morales', 'Luis_Ángel_Morales', 'Ángel_Morales', 'Ángel_Morales_(Spanish_footballer)', 'Ángel_Herrero_(footballer,_born_1942)', 'Michael_Morales', 'List_of_Survivor_(American_TV_series)_contestants', 'Angela_Morales', 'Resident_Evil_(film)', 'Miguelito_(singer)']",['Michael_Morales'],['Michael_Morales'],['Michael_Morales'],['Luis_Ángel_Morales'],['Ángel_Morales']
2849,what type of program is seven swordsmen,['Seven Swordsmen'],['Seven_Swordsmen'],"['Seven_Swordsmen', 'The_Seven_Heroes_and_Five_Gallants', 'Wang_Likun', 'The_Fantastic_Swordsmen', 'Warlocks_and_Warriors', 'Miyamoto_Musashi', 'Barcha', 'List_of_K_episodes', 'Conan_the_Swordsman', 'Luke_fon_Fabre']",['Seven_Swordsmen'],['Seven_Swordsmen'],['Seven_Swordsmen'],['Seven_Swordsmen'],['Swordsmanship']
2850,What genre of music does the band foxboro hot tubs make,['Foxboro Hot Tubs'],['Foxboro_Hot_Tubs'],"['Foxboro_Hot_Tubs', 'Billie_Joe_Armstrong', 'Tré_Cool', 'Stop_Drop_and_Roll!!!', 'Mother_Mary_(song)']",['Foxboro_Hot_Tubs'],['Foxboro_Hot_Tubs'],['Foxboro_Hot_Tubs'],['Foxboro_Hot_Tubs'],['Foxboro_Hot_Tubs']
2851,What is the name of a famous Thai politician?,['Politician'],['Politician'],"['Politician', 'Independent_politician', 'Abdul_Hamid_(politician)', 'Bryan_Anderson_(politician)', 'Mike_Baird', 'David_Anderson_(Saskatchewan_politician)', 'Elaine_Taylor_(politician)', 'Bill_Wood_(politician)', 'Boris_Johnson', 'Zoran_Živković_(politician)']",['Politician'],['Politician'],['Politician'],['Politician'],['Thailand']
2852,"charles william, duke of saxe-meiningen died where?","['Karl Wilhelm, Duke of Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen', 'Karl_Friedrich,_Duke_of_Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen', 'Karl_Friedrich,_Duke_of_Saxe-Meiningen']","['Karl_Wilhelm,_Duke_of_Saxe-Meiningen', 'Karl_Friedrich,_Duke_of_Saxe-Meiningen']",[]
2853,what's gabriele santini's gender,['Gabriele Santini'],['Gabriele_Santini'],"['Gabriela_Sabatini', 'Gabriele_Santini', 'Gabriele_Sabatini', 'Oriana_Sabatini', 'List_of_The_Vampire_Chronicles_characters', 'Gabriela_Sabatini_career_statistics', ""1990_US_Open_–_Women's_Singles"", '1988_Midland_Group_Championships_–_Singles', ""Tennis_at_the_1988_Summer_Olympics_–_Women's_singles"", ""1988_US_Open_–_Women's_Singles""]",['Gabriele_Santini'],['Gabriele_Santini'],['Gabriele_Sabatini'],['Gabriele_Sabatini'],"['Gabriele_Santini', 'Gender']"
2854,which body of water can be seen from the fort madison toll bridge,['Fort Madison Toll Bridge'],['Fort_Madison_Toll_Bridge'],"['Fort_Madison_Toll_Bridge', 'Niota,_Illinois', 'Illinois_Route_9']",['Fort_Madison_Toll_Bridge'],['Fort_Madison_Toll_Bridge'],['Fort_Madison_Toll_Bridge'],['Fort_Madison_Toll_Bridge'],['Fort_Madison_Toll_Bridge']
2855,Which film did giuseppe rotunno do the cinematography for,['Giuseppe Rotunno'],['Giuseppe_Rotunno'],"['Giuseppe_Rotunno', 'Danilo_Desideri', 'The_Bible:_In_the_Beginning...', 'Family_Diary', 'China_9,_Liberty_37', 'The_Secret_of_Santa_Vittoria', 'The_Angel_Wore_Red', 'Wolf_(1994_film)', 'The_Naked_Maja', 'Giuseppe_Merla']",['Giuseppe_Rotunno'],['Giuseppe_Rotunno'],['Giuseppe_Rotunno'],['Giuseppe_Rotunno'],"['Giuseppe_Rotunno', 'Cinematographer']"
2856,where is akinori iwamura from,['Akinori Iwamura'],['Akinori_Iwamura'],"['Akinori_Iwamura', '2007_Tampa_Bay_Devil_Rays_season', 'Hirotoshi_Ishii']",['Akinori_Iwamura'],['Akinori_Iwamura'],['Akinori_Iwamura'],['Akinori_Iwamura'],['Akinori_Iwamura']
2857,Name a professional singer-songwriter,['Singer-songwriter'],['Singer-songwriter'],"['Singer-songwriter', 'Tommy_West_(producer)', 'Helen_Watson_(singer-songwriter)', 'Joe_Walsh', 'Pete_Murray_(Australian_singer-songwriter)', 'Nasri_(musician)', 'Grimes_(musician)', 'Michael_Jackson', 'Ian_Thomas_(Canadian_musician)', 'Isleym']",['Singer-songwriter'],['Singer-songwriter'],['Singer-songwriter'],['Singer-songwriter'],['Singer-songwriter']
2858,Who produced the movie house of the dead,['House of the Dead (film)'],['House_of_the_Dead_(film)'],"['House_of_the_Dead_(film)', 'The_House_of_the_Dead_(1932_film)', 'The_House_of_the_Dead_(disambiguation)', 'Publishing', 'House_of_the_Dead_2_(film)', 'The_House_of_the_Dead_(1978_film)', 'Garfield_merchandise', 'Lucio_Fulci', 'Ghost_House_Pictures', 'Tom_Stoppard']",['House_of_the_Dead_(film)'],['House_of_the_Dead_(film)'],['House_of_the_Dead_(film)'],['House_of_the_Dead_(film)'],[]
2859,where in arizona did virginia d. smith live the final days of her life,['Virginia D. Smith'],['Virginia_D._Smith'],"['Virginia_State_Route_631', 'Virginia_State_Route_600', 'Virginia_State_Route_634', 'Virginia_State_Route_635', 'Virginia_State_Route_639', 'Virginia_State_Route_632', 'Virginia_State_Route_640', 'Virginia_State_Route_636', 'Virginia_State_Route_637', 'Virginia_State_Route_623']",['Virginia_State_Route_635'],['Virginia_State_Route_631'],['Virginia_State_Route_631'],['Virginia_State_Route_631'],"['Virginia', 'Metalsmith']"
2860,What country is the film sedin dujone from?,['Sedin Dujone'],['Sedin_Dujone'],['Sedin_Dujone'],['Sedin_Dujone'],['Sedin_Dujone'],['Sedin_Dujone'],['Sedin_Dujone'],['Sedin_Dujone']
2861,what is the language spoken in kumara sambhavam,['Kumara Sambhavam'],['Kumara_Sambhavam'],"['Kumara_Sambhavam', 'P._Subramaniam', 'Marungoor', 'Sambaram', 'Sher_Singh_(film)', 'Iruvudellava_Bittu', 'Krishnan_Marriage_Story', 'Krishna-Rukku', 'Krishnan_Love_Story', 'Dashamukha']",['Kumara_Sambhavam'],['Kumara_Sambhavam'],['Kumara_Sambhavam'],['Kumara_Sambhavam'],"['Language', 'Kumara_Sambhavam']"
2862,what sex is james twining,['James Twining'],['James_Twining'],"['James_Twining', 'The_Black_Sun_(Twining_novel)', 'Adventures_of_Johnny_Tao:_Rock_Around_the_Dragon', 'The_International_Swingers', 'Gary_Twinn', '1883_Minnesota_Golden_Gophers_football_team', 'Rialto_Cinema,_Dunedin']",[],[],['Gary_Twinn'],['Gary_Twinn'],['James_Twining']
2863,where did warren white pass away,['Warren White (baseball)'],['Warren_White_(baseball)'],"['Warren_White_(baseball)', 'Gio_González', 'Bob_Rush_(baseball)', 'Walt_Stanky', 'Joe_Brown_(utility_player)', 'Les_Cox', 'Juice_Latham', 'Johnny_Pawk', 'Mike_Jones_(tight_end)', 'Anthony_Shumaker']",['Warren_White_(baseball)'],['Warren_White_(baseball)'],['Warren_White_(baseball)'],['Warren_White_(baseball)'],['Warren_White_(baseball)']
2864,what is a gameplay mode featured on lego creator: knights' kingdom,"[""Lego Creator: Knights' Kingdom""]","[""Lego_Creator:_Knights'_Kingdom""]","[""Lego_Creator:_Knights'_Kingdom"", ""Lego_Knights'_Kingdom""]","[""Lego_Creator:_Knights'_Kingdom""]","[""Lego_Creator:_Knights'_Kingdom""]","[""Lego_Creator:_Knights'_Kingdom""]","[""Lego_Creator:_Knights'_Kingdom""]","['Lego_Creator', 'Lego_Castle']"
2865,where was joseph ryelandt born,['Joseph Ryelandt'],['Joseph_Ryelandt'],"['Joseph_Ryelandt', 'Joseph_Richardson_(English_artist)', 'Henry_Ryland', 'Lafayette_Washington_Groves', 'Nostalgic_(song)']",['Joseph_Ryelandt'],['Joseph_Ryelandt'],['Joseph_Ryelandt'],['Joseph_Ryelandt'],['Joseph_Ryelandt']
2866,What sex is Éder jofre?,['Eder Jofre'],['Éder_Jofre'],['Éder_Jofre'],['Éder_Jofre'],['Éder_Jofre'],['Éder_Jofre'],['Éder_Jofre'],['Éder_Jofre']
2867,what is glenn davis's nationality?,['Glenn Davis (politician)'],['Glenn_Davis_(politician)'],"['Green_Party_of_Canada_candidates_in_the_2008_Canadian_federal_election', 'Glen_Davies_(politician)', 'Glenn_Davis_(politician)', 'Social_Credit_candidates,_1953_Manitoba_provincial_election', 'Kelvin_Davis_(politician)', 'Glen_Clark', 'Absolute_Power_(film)', 'Richard_Woodbury', 'David_Cunningham_(politician)', 'David_Ashby']",['Glenn_Davis_(politician)'],['Glenn_Davis_(politician)'],['Glenn_Davis_(politician)'],"['Glen_Davies_(politician)', 'Glenn_Davis_(politician)']",['Glenn_Davis_(halfback)']
2868,What is john elliott's gender?,['John Elliott (businessman)'],['John_Elliott_(businessman)'],"['John_Elliott_(businessman)', 'Elliott_Torrance_Galt', 'John_McIntosh_(reformer)', 'Edward_E._Johnston', 'Ramgopal_Ghosh', 'Jerry_Heller']",['John_Elliott_(businessman)'],['John_Elliott_(businessman)'],['John_Elliott_(businessman)'],['John_Elliott_(businessman)'],"['John_Elliott_(actor)', 'Gender']"
2869,what is the place of birth of jan Švankmajer?,['Jan Svankmajer'],['Jan_Švankmajer'],"['Jan_Švankmajer', 'The_Cabinet_of_Jan_Svankmajer', 'Štěpán_Koníček', 'The_Mysterious_Castle_in_the_Carpathians', 'The_Garden_(1968_film)', 'The_Flat_(1968_film)']",['Jan_Švankmajer'],['Jan_Švankmajer'],['Jan_Švankmajer'],['Jan_Švankmajer'],['Jan_Švankmajer']
2870,Where did charles merivale die,['Charles Merivale'],['Charles_Merivale'],"['Charles_Merivale', 'Herman_Charles_Merivale', 'Charles_Spofford', 'Herman_Merivale', 'John_Steward', 'Hugh_Pond']",['Charles_Merivale'],['Charles_Merivale'],['Charles_Merivale'],"['Charles_Merivale', 'Herman_Charles_Merivale']",['Merivale']
